3.929243,4.233202, -0.001009, -0.001009, -0.001009, -0.001009
3.5574708,4.16500, -0.001009, 0.000000, 0.003188, -3.110133
3.761979,5.015459, -0.001009, -0.001009, 0.003190, 0.003190
-0.914584,5.111787, -0.001009, 0.000000, 0.003190, -3.125144
-0.930003, 3.723263, -0.001010, -0.000005, 0.003198, -3.125976
-0.980190, 2.794014, -0.001007, -0.000001, 0.003178, -3.125976
-0.623013, -0.623013, -0.001007, 0.003177, 0.003177, -1.539593
-2.229244, -2.229244, -0.001007, -0.000001, 0.003178, -1.531182
-4.237440, 0.358115, -0.001009, -0.000002, 0.003188, 3.137679
-4.473413, -4.473413, -0.001010, -0.000001, 0.003194, 0.000694
-3.173538, -3.173538, -0.001007, -0.000001, 0.003178, -1.585077
-1.822107, -0.233474, -0.001009, 0.000000, 0.003188, -3.128867
2.262599, 1.779742, -0.001009, -0.000000, 0.003188, -3.137079
2.357550, -0.176039, -0.001009, -0.000001, 0.003188, -3.128117
4.362848, -3.187495, -0.001009, 0.000000, 0.003189, -1.523011